grad_rate,name,carnegie_class,total_enroll,pct_admitted,n_bach,n_mast,n_doc,tuition_fees,percent_fin_aid,avg_salary,n_grad,good_grad_rate
53,Minnesota State University-Mankato,Master's Colleges & Universities: Larger Programs,14590,71,2556,603,20,9146,90,91299,623,0
NA,Mayo Clinic College of Medicine and Science,Special Focus Four-Year: Research Institutions,1237,64,0,29,39,3242,100,NA,68,NA
33,Metropolitan State University,Master's Colleges & Universities: Medium Programs,6294,82,1702,252,3,9395,100,93914,255,0
84,University of Minnesota-Twin Cities,Doctoral Universities: Very High Research Activity,54955,75,7624,2958,714,15254,82,116648,3672,1
53,University of Minnesota-Crookston,Baccalaureate Colleges: Diverse Fields,2303,57,394,0,0,12514,96,76984,0,0
58,Minneapolis College of Art and Design,"Special Focus Four-Year: Arts, Music & Design Schools",821,57,119,33,0,41794,100,54777,33,0
14,Minneapolis Community and Technical College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,6030,NA,NA,NA,NA,5906,80,76239,NA,0
71,Herzing University-Minneapolis,Special Focus Four-Year: Other Health Professions Schools,815,94,156,4,0,14200,99,64675,4,1
62,University of Minnesota-Duluth,Master's Colleges & Universities: Larger Programs,9675,81,2051,215,0,13850,93,78943,215,0
58,University of Minnesota-Morris,Baccalaureate Colleges: Arts & Sciences Focus,1068,78,280,0,0,13848,97,69627,0,0
55,Minnesota State University Moorhead,Master's Colleges & Universities: Larger Programs,4682,57,975,277,14,9468,96,86924,291,0
13,North Hennepin Community College,Associate's Colleges: High Transfer-High Nontraditional,4896,NA,NA,NA,NA,4882,100,74714,NA,0
19,Normandale Community College,Associate's Colleges: High Transfer-High Nontraditional,9346,NA,NA,NA,NA,5789,70,75263,NA,0
59,North Central University,Baccalaureate Colleges: Diverse Fields,992,91,199,25,0,27200,99,61976,25,0
40,Northland Community and Technical College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,2495,NA,NA,NA,NA,6052,88,72824,NA,0
70,University of Northwestern-St Paul,Master's Colleges & Universities: Small Programs,3253,93,483,60,0,34180,100,56030,60,1
0,Northwestern Health Sciences University,Special Focus Four-Year: Other Health Professions Schools,1031,NA,37,26,0,11700,83,65588,26,0
53,Oak Hills Christian College,Baccalaureate Colleges: Diverse Fields,102,NA,10,0,0,17434,100,35527,0,0
31,Pine Technical & Community College,Associate's Colleges: High Career & Technical-High Nontraditional,1873,NA,NA,NA,NA,4489,99,72832,NA,0
24,Rochester Community and Technical College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,4482,NA,NA,NA,NA,5372,80,77450,NA,0
78,College of Saint Benedict,Baccalaureate Colleges: Arts & Sciences Focus,1470,88,373,0,0,50126,100,80800,0,1
34,St Cloud Technical and Community College,Associate's Colleges: High Career & Technical-High Traditional,3466,NA,NA,NA,NA,5874,82,74250,NA,0
44,Saint Cloud State University,Master's Colleges & Universities: Larger Programs,10420,95,1553,489,13,9170,99,92973,502,0
76,Saint Johns University,Baccalaureate Colleges: Arts & Sciences Focus,1645,86,347,24,0,49842,100,79881,24,1
65,Saint Mary's University of Minnesota,Doctoral/Professional Universities,4133,97,365,1076,35,39410,100,63059,1111,0
85,St Olaf College,Baccalaureate Colleges: Arts & Sciences Focus,3046,56,698,0,0,52670,99,80327,0,1
52,Crown College,Master's Colleges & Universities: Medium Programs,1583,67,146,120,0,28110,100,53472,120,0
67,The College of Saint Scholastica,Doctoral/Professional Universities,3207,97,695,294,0,39410,100,68862,294,1
80,University of St Thomas,Doctoral/Professional Universities,9025,77,1546,944,39,48329,98,102676,983,1
64,St Catherine University,Doctoral/Professional Universities,3577,93,541,435,0,46494,100,64682,435,0
48,Rasmussen University-Minnesota,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,3058,NA,136,49,0,12263,94,71450,49,0
32,Saint Paul College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,5365,NA,NA,NA,NA,6041,87,73117,NA,0
41,Southwest Minnesota State University,Master's Colleges & Universities: Larger Programs,6930,92,433,139,0,9482,95,90129,139,0
NA,United Theological Seminary of the Twin Cities,Special Focus Four-Year: Faith-Related Institutions,224,NA,0,25,0,NA,NA,49734,25,NA
47,Dunwoody College of Technology,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,1359,98,102,0,0,23863,88,63259,0,0
45,Ridgewater College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,2904,NA,NA,NA,NA,5915,85,72415,NA,0
34,Minnesota State College Southeast,Associate's Colleges: High Career & Technical-High Nontraditional,1923,NA,NA,NA,NA,6562,95,73323,NA,0
60,Winona State University,Master's Colleges & Universities: Medium Programs,6154,74,1419,191,8,10184,99,87574,199,0
NA,Mitchell Hamline School of Law,Special Focus Four-Year: Law Schools,1192,NA,0,1,0,NA,NA,90153,1,NA
21,Century College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,7646,NA,NA,NA,NA,5907,80,76913,NA,0
47,Alcorn State University,Master's Colleges & Universities: Small Programs,2933,30,608,145,0,8176,100,58318,145,0
46,Belhaven University,Doctoral/Professional Universities,3627,43,476,947,31,27826,56,50443,978,0
39,Blue Mountain Christian University,Baccalaureate Colleges: Diverse Fields,922,96,148,17,0,17380,100,53619,17,0
33,Coahoma Community College,Associate's Colleges: High Career & Technical-High Traditional,1783,NA,NA,NA,NA,3353,100,42682,NA,0
46,Copiah-Lincoln Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,2801,NA,NA,NA,NA,3380,93,47024,NA,0
46,Delta State University,Master's Colleges & Universities: Larger Programs,2556,99,462,385,7,8360,98,64164,392,0
33,East Central Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,2380,NA,NA,NA,NA,3150,99,50563,NA,0
39,East Mississippi Community College,Associate's Colleges: High Career & Technical-High Traditional,3324,NA,NA,NA,NA,3740,90,53445,NA,0
32,Hinds Community College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,9407,NA,NA,NA,NA,3750,85,45905,NA,0
43,Holmes Community College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,4948,NA,NA,NA,NA,3510,89,57792,NA,0
50,Itawamba Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,4599,NA,NA,NA,NA,3160,99,62572,NA,0
35,Jackson State University,Doctoral Universities: High Research Activity,6906,89,1078,555,58,8445,99,62455,613,0
43,Jones County Junior College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,4399,NA,NA,NA,NA,3870,87,54961,NA,0
32,Meridian Community College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,2621,NA,NA,NA,NA,3574,92,50057,NA,0
57,Millsaps College,Baccalaureate Colleges: Arts & Sciences Focus,661,68,154,25,0,42960,100,75497,25,0
35,Mississippi Delta Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,2039,NA,NA,NA,NA,3140,84,52722,NA,0
68,University of Mississippi,Doctoral Universities: Very High Research Activity,22300,97,4027,1072,205,9044,85,87066,1277,1
37,Mississippi University for Women,Master's Colleges & Universities: Small Programs,2339,99,746,134,0,7756,99,60070,134,0
26,Mississippi Valley State University,Master's Colleges & Universities: Small Programs,1879,65,212,99,0,7414,94,57168,99,0
62,Mississippi College,Doctoral/Professional Universities,3946,40,628,622,17,20364,100,71562,639,0
44,Mississippi Gulf Coast Community College,Associate's Colleges: High Career & Technical-High Traditional,7845,NA,NA,NA,NA,3950,92,50092,NA,0
63,Mississippi State University,Doctoral Universities: Very High Research Activity,22649,75,4300,1087,173,9220,98,85327,1260,0
39,Northeast Mississippi Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,3062,NA,NA,NA,NA,4080,93,50949,NA,0
38,Northwest Mississippi Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,7198,NA,NA,NA,NA,3460,90,51228,NA,0
39,Pearl River Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,5462,NA,NA,NA,NA,3500,93,54547,NA,0
25,Rust College,Baccalaureate Colleges: Arts & Sciences Focus,755,79,122,0,0,9900,98,44297,0,0
80,Southeastern Baptist College,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,97,NA,1,0,0,6775,85,NA,0,1
43,Southwest Mississippi Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,1807,NA,NA,NA,NA,3380,94,54950,NA,0
52,University of Southern Mississippi,Doctoral Universities: Very High Research Activity,13526,99,2612,790,202,9204,92,74841,992,0
31,Tougaloo College,Baccalaureate Colleges: Arts & Sciences Focus,677,49,111,0,0,11398,100,38189,0,0
NA,Wesley Biblical Seminary,Special Focus Four-Year: Faith-Related Institutions,180,100,0,20,0,11000,0,53625,20,NA
42,William Carey University,Doctoral/Professional Universities,5662,54,607,638,52,14100,100,54699,690,0
NA,Aquinas Institute of Theology,Special Focus Four-Year: Faith-Related Institutions,95,NA,0,15,10,NA,NA,39809,25,NA
51,Avila University,Master's Colleges & Universities: Medium Programs,1306,68,268,91,0,21740,99,60954,91,0
39,Baptist Bible College,Special Focus Four-Year: Faith-Related Institutions,306,NA,35,18,0,14890,84,35190,18,0
67,Cox College,Special Focus Four-Year: Other Health Professions Schools,852,33,144,83,0,12600,100,67557,83,1
59,Calvary University,Baccalaureate Colleges: Diverse Fields,299,63,57,22,0,11576,89,34966,22,0
27,Central Christian College of the Bible,Special Focus Four-Year: Faith-Related Institutions,190,NA,25,13,0,9250,100,39174,13,0
52,Central Methodist University-College of Liberal Arts and Sciences,Baccalaureate Colleges: Diverse Fields,1080,98,256,0,0,26470,100,58891,0,0
53,University of Central Missouri,Master's Colleges & Universities: Larger Programs,11637,71,1567,828,0,9071,100,76210,828,0
33,Cleveland University-Kansas City,Special Focus Four-Year: Other Health Professions Schools,614,87,15,0,0,14400,80,53944,0,0
43,Columbia College,Master's Colleges & Universities: Larger Programs,6046,NA,1372,184,0,23840,93,72596,184,0
9,Conception Seminary College,Special Focus Four-Year: Faith-Related Institutions,27,100,9,0,0,23325,100,43791,0,0
NA,Concordia Seminary,Special Focus Four-Year: Faith-Related Institutions,582,NA,0,63,8,NA,NA,84849,71,NA
56,Cottey College,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,311,73,38,0,0,23114,98,62230,0,0
NA,Covenant Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,608,NA,0,107,0,NA,NA,58163,107,NA
40,Crowder College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,4034,NA,NA,NA,NA,4172,100,40100,NA,0
48,Culver-Stockton College,Baccalaureate Colleges: Diverse Fields,999,97,175,32,0,28495,100,55505,32,0
64,Drury University,Master's Colleges & Universities: Small Programs,1595,63,326,94,0,32430,100,67959,94,0
39,East Central College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,2692,NA,NA,NA,NA,3288,98,60443,NA,0
NA,Eden Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,93,NA,0,23,8,NA,NA,75266,31,NA
72,Evangel University,Master's Colleges & Universities: Medium Programs,1868,68,277,117,17,25748,100,45582,134,1
58,Fontbonne University,Master's Colleges & Universities: Medium Programs,944,94,143,111,6,28200,99,65556,117,0
30,Ozarks Technical Community College,Associate's Colleges: High Career & Technical-High Traditional,10889,NA,0,0,0,3796,94,55947,0,0
39,Hannibal-LaGrange University,Baccalaureate Colleges: Diverse Fields,494,67,101,36,0,24480,76,31621,36,0
20,Harris-Stowe State University,Baccalaureate Colleges: Diverse Fields,1084,NA,237,0,0,5868,100,50791,0,0
32,Jefferson College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,3626,NA,NA,NA,NA,4320,92,65129,NA,0
NA,Barnes-Jewish College Goldfarb School of Nursing,Special Focus Four-Year: Other Health Professions Schools,493,NA,352,39,2,NA,NA,66220,41,NA
57,Kansas City Art Institute,"Special Focus Four-Year: Arts, Music & Design Schools",738,58,131,0,0,40575,100,66841,0,0
NA,A T Still University of Health Sciences,Special Focus Four-Year: Medical Schools & Centers,3723,NA,0,264,201,NA,NA,92323,465,NA
29,Lincoln University,Baccalaureate Colleges: Diverse Fields,1833,NA,241,37,0,8370,85,54355,37,0
54,Lindenwood University,Master's Colleges & Universities: Larger Programs,7000,74,1104,762,53,18640,100,81931,815,0
77,State Technical College of Missouri,Associate's Colleges: High Career & Technical-High Traditional,2176,NA,NA,NA,NA,7095,100,49737,NA,1
NA,Logan University,Special Focus Four-Year: Other Health Professions Schools,1735,82,62,253,10,6600,83,61943,263,NA
29,Metropolitan Community College-Kansas City,Associate's Colleges: High Transfer-High Traditional,12872,NA,NA,NA,NA,3480,86,73668,NA,0
67,Maryville University of Saint Louis,Doctoral/Professional Universities,9959,88,886,1572,101,27166,99,84301,1673,1
84,Midwest Institute,Special Focus Two-Year: Health Professions,204,59,NA,NA,NA,NA,91,41255,NA,1
41,Midwestern Baptist Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,3772,94,85,257,117,8410,43,64188,374,0
43,Mineral Area College,Associate's Colleges: High Transfer-High Traditional,2289,NA,NA,NA,NA,3850,95,48535,NA,0
41,Missouri Baptist University,Master's Colleges & Universities: Larger Programs,5231,71,383,215,18,30548,100,59581,233,0
36,Missouri Southern State University,Master's Colleges & Universities: Small Programs,4144,99,800,56,0,7244,100,59021,56,0
23,Missouri Valley College,Baccalaureate Colleges: Diverse Fields,1527,61,222,16,0,22000,100,43789,16,0
41,Missouri Western State University,Master's Colleges & Universities: Small Programs,4023,NA,672,91,0,8875,100,67056,91,0
75,University of Missouri-Columbia,Doctoral Universities: Very High Research Activity,31304,79,5092,1568,329,11475,91,99523,1897,1
55,University of Missouri-Kansas City,Doctoral Universities: High Research Activity,15703,69,1623,1042,136,10599,96,90156,1178,0
62,Missouri University of Science and Technology,Doctoral Universities: High Research Activity,7080,81,1325,400,113,10813,98,105892,513,0
52,University of Missouri-St Louis,Doctoral Universities: High Research Activity,15181,51,1786,635,136,11214,97,86626,771,0
39,Moberly Area Community College,Associate's Colleges: High Transfer-High Nontraditional,5017,NA,NA,NA,NA,3840,100,49502,NA,0
NA,Nazarene Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,177,NA,0,42,0,NA,NA,48268,42,NA
71,Truman State University,Master's Colleges & Universities: Medium Programs,3960,45,913,170,0,8689,100,65881,170,1
54,Northwest Missouri State University,Master's Colleges & Universities: Larger Programs,8505,86,1118,929,0,8852,98,68768,929,0
53,Ozark Christian College,Special Focus Four-Year: Faith-Related Institutions,689,94,115,0,0,14260,100,45116,0,0
63,College of the Ozarks,Baccalaureate Colleges: Diverse Fields,1487,21,351,0,0,19960,100,72544,0,0
23,Park University,Master's Colleges & Universities: Larger Programs,7662,NA,1567,545,0,12280,93,62147,545,0
80,Stevens-The Institute of Business & Arts,Baccalaureate Colleges: Diverse Fields,88,100,13,0,0,13680,100,49508,0,1
52,Ranken Technical College,Baccalaureate/Associate's Colleges: Associate's Dominant,1671,NA,29,0,0,16259,81,50848,0,0
NA,Research College of Nursing,Special Focus Four-Year: Other Health Professions Schools,318,NA,169,42,0,NA,NA,70116,42,NA
77,Rockhurst University,Master's Colleges & Universities: Larger Programs,3405,66,563,363,0,40480,100,70394,363,1
81,Saint Louis University,Doctoral Universities: High Research Activity,15755,85,1514,889,203,48824,99,97946,1092,1
73,University of Health Sciences and Pharmacy in St. Louis,Special Focus Four-Year: Other Health Professions Schools,695,92,81,0,0,30708,100,87407,0,1
22,Saint Louis Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,14301,NA,NA,NA,NA,3660,85,68826,NA,0
NA,Saint Paul School of Theology,Special Focus Four-Year: Faith-Related Institutions,102,NA,0,27,0,NA,NA,58066,27,NA
